PC1	PC2	replicate	prey_history	predator_history	time_days	d	range
-3.694768990480412	-1.7002166876646214	C	evo	anc	12	4.321802264479035	8-12
-4.428580118113499	-4.158397858373468	C	evo	anc	16	2.5653719884386472	12-16
-3.7817083115109296	-1.6944186476236365	C	evo	anc	20	2.5474765328035187	16-20
-2.3525590718467884	0.5698792453710293	C	evo	anc	24	2.677594535670529	20-24
-3.275645045440139	-0.46152865047834485	C	evo	anc	28	1.3841567693961612	24-28
-5.950780089813423	-3.392833318618319	C	evo	anc	32	3.9684876921937473	28-32
-5.537611472701409	-3.574181693355096	C	evo	anc	36	0.4512156238273726	32-36
-5.8264345497291	-3.0989680534019364	C	evo	anc	40	0.5560996074636944	36-40
-5.118276973195348	-2.8046233872281268	C	evo	anc	44	0.7668936925722681	40-44
-6.05268275390196	-3.3196433566089625	C	evo	anc	48	1.0669394227785243	44-48
-3.5237250311852932	-1.0391868795375676	C	evo	anc	52	3.4053059931678895	48-52
-4.815390913409659	-3.226311653708611	C	evo	anc	56	2.5400621112672	52-56
-5.2125616957147924	-3.2400312793249353	C	evo	anc	60	0.39740767285487066	56-60
1.0189496694674436	3.2698701701497472	C	evo	evo	8	7.0753635773742625	4-8
-1.372579725065971	4.671530488004367	C	evo	evo	12	2.772014518642656	8-12
-1.7664915600431625	3.880637037360463	C	evo	evo	16	0.8835604020136486	12-16
-0.49973055568024954	3.647468337443227	C	evo	evo	20	1.2880415695138219	16-20
0.517899943322711	5.397807975302772	C	evo	evo	24	2.024663102929299	20-24
-0.018009277938062805	5.1546836724328795	C	evo	evo	28	0.5884794984349926	24-28
-0.7856082813960679	5.840651295914884	C	evo	evo	32	1.0294463611938562	28-32
-0.44962355863878417	5.624951183392278	C	evo	evo	36	0.39926466468816624	32-36
-1.9551760544545111	5.127523536868829	C	evo	evo	40	1.58559849305643	36-40
-1.4398571186174731	5.294664807767993	C	evo	evo	44	0.541746998210424	40-44
-2.0171156597603837	5.2918225230851075	C	evo	evo	48	0.5772655384696542	44-48
-1.2235236001430956	5.394492585593211	C	evo	evo	52	0.8002059102649937	48-52
-2.1886557585651456	3.2070947336379416	C	evo	evo	56	2.3908553795574776	52-56
-1.8694069104648103	5.018784652832742	C	evo	evo	60	1.839603269818102	56-60
5.078468861140127	-2.961463893457427	E	anc	anc	8	6.58547222727412	4-8
6.402521202510595	-2.3847069326904746	E	anc	anc	12	1.4442171562759354	8-12
5.975892803957839	-3.3193947088454467	E	anc	anc	16	1.0274497697431328	12-16
2.240445401094776	-3.170191268054748	E	anc	anc	20	3.738426001180201	16-20
6.264545624270871	-1.1954772931362896	E	anc	anc	24	4.48250799094705	20-24
5.965465567997697	-2.252421874522453	E	anc	anc	28	1.0984446859910322	24-28
8.098340385620602	0.013028174902989614	E	anc	anc	32	3.111497856996158	28-32
8.499041812385046	0.8371728311562	E	anc	anc	36	0.9163929549280612	32-36
6.661487899687468	-0.481736659086389	E	anc	anc	40	2.261885634934301	36-40
5.389413685217334	-1.4412685559085388	E	anc	anc	44	1.5933845324148597	40-44
5.092833434884044	-1.7431845867690041	E	anc	anc	48	0.4232175971982903	44-48
6.7872029908960965	-0.3525999304641284	E	anc	anc	52	2.191942946039205	48-52
4.764568552097012	-0.9477799925859919	E	anc	anc	56	2.1083854911669904	52-56
5.394050685061436	0.2131892754874043	E	anc	anc	60	1.3206427969486365	56-60
2.648684609464343	-0.11520667202013503	E	anc	evo	8	2.326361715825496	4-8
1.3682959679810431	1.7041342381983595	E	anc	evo	12	2.2247238976632833	8-12
3.8972656268607917	1.6834855252607712	E	anc	evo	16	2.5290539545214	12-16
2.793951358851824	3.962333563765088	E	anc	evo	20	2.531886797743362	16-20
2.55909016867031	4.3608344757682485	E	anc	evo	24	0.4625610830158844	20-24
2.6014330646547212	2.9628072352773613	E	anc	evo	28	1.3986683259425414	24-28
3.128203872086821	2.659720287879405	E	anc	evo	32	0.6077410478531774	28-32
3.298707362219597	2.415179108050523	E	anc	evo	36	0.29811378495393187	32-36
3.624965760201349	2.5116047459303785	E	anc	evo	40	0.34020941476413674	36-40
3.7858087204288546	2.3322678583389265	E	anc	evo	44	0.2408986863927159	40-44
3.9545751510335623	3.166634969208907	E	anc	evo	48	0.8512641093107193	44-48
3.7099042844992494	2.678968831960294	E	anc	evo	52	0.5456025058131926	48-52
2.835489414345248	2.812532793030463	E	anc	evo	56	0.8845567798865107	52-56
3.0257494092079313	3.3031840719350494	E	anc	evo	60	0.5262485564216347	56-60
-3.959300577888187	-2.928431465013995	E	evo	anc	8	0.5886388524216342	4-8
-1.3624342027704417	0.0260553944774788	E	evo	anc	12	3.93353626818477	8-12
-1.9097349607094782	2.209512739330599	E	evo	anc	16	2.2510051302548564	12-16
-1.8959937553675945	2.2049589859158787	E	evo	anc	20	0.014476097347347856	16-20
-1.3908911527043943	2.319833067166975	E	evo	anc	24	0.5180006696524843	20-24
-1.6048476694955025	2.5017727167201573	E	evo	anc	28	0.2808548150858705	24-28
-2.437939444620774	3.01347822608948	E	evo	anc	32	0.9776934254152956	28-32
-2.215286359251667	3.947263262221666	E	evo	anc	36	0.9599629628942832	32-36
-2.2775073736976577	3.8636760312397818	E	evo	anc	40	0.10420307011747339	36-40
-2.1111800387665465	3.6163036777531845	E	evo	anc	44	0.2980903614925918	40-44
-2.3313068286604244	3.8222403179013877	E	evo	anc	48	0.30143938592114006	44-48
-1.5429577150141256	3.995457484405294	E	evo	anc	52	0.8071545773633121	48-52
-1.7020607030829038	3.7733702561321083	E	evo	anc	56	0.2731968114280984	52-56
-0.4552317150679904	2.297281443578783	E	evo	anc	60	1.9322061763433476	56-60
-3.7183786727999	-1.6343050126787946	E	evo	evo	8	3.622140303957834	4-8
-3.2237918711770175	-0.40619974787079566	E	evo	evo	12	1.323955681202614	8-12
-3.660350895575828	-0.11514905231891423	E	evo	evo	16	0.5246849427659185	12-16
-3.0866385236624705	1.3217111477811556	E	evo	evo	20	1.5471629262356512	16-20
-3.2989510942906306	0.49223586672367636	E	evo	evo	24	0.8562160180305678	20-24
-3.5795520655471935	1.1388582731034989	E	evo	evo	28	0.7048811541689555	24-28
-6.81352473242978	-1.2289519646534752	E	evo	evo	32	4.008129804805529	28-32
-5.056610943034552	-0.45096006723844173	E	evo	evo	36	1.9214623222458838	32-36
-4.940847186837653	1.6910497687932935	E	evo	evo	40	2.1451357497616597	36-40
-4.235984431849955	3.6634922454960543	E	evo	evo	44	2.094602785081259	40-44
-4.233450010621825	3.7770641665660576	E	evo	evo	48	0.11360019606713997	44-48
-3.4740809117752804	4.5085872666567015	E	evo	evo	52	1.0544038477970568	48-52
-3.285334403170189	4.249478071793956	E	evo	evo	56	0.32056640399928354	52-56
-3.514478654552741	3.546901624860248	E	evo	evo	60	0.7389998320214045	56-60
